tickets_id;agents_id;assignment_date;resolution_time;issue;submission_date;status;solutions_id;agents_name;agents_department;email;resolution_summary;solved_date
1567;35;2025/01/12;27;House bad main amount lose.;2025/01/12;Pending;480;Dr. Brandon Tran;Customer Service;geraldmontes@example.com;See challenge those very condition reason mind reveal open fall field feel seem.;2025/01/15
1326;14;2025/02/14;52;Wide hear explain others ahead generation.;2025/01/11;Pending;449;Julie Petty;Field Support;annemullins@example.org;Past mother surface page tax plan though pull letter history.;2025/02/05
1964;75;2025/02/17;55;Model debate its a community.;2025/02/22;Pending;1539;Valerie Macias;Field Support;uramirez@example.com;Body serious side spend performance drug trip.;2025/01/07
1038;1;2025/01/24;7;None bad claim decide give it.;2025/01/07;Closed;548;Shannon Reyes;IT;dominique36@example.net;Attack now child action somebody pull ever idea.;2025/02/19
843;73;2025/01/19;62;Member research rich.;2025/01/16;Closed;159;Allison Mason;Customer Service;phogan@example.com;Citizen writer particular son loss require bar prove.;2025/01/05
93;55;2025/02/06;18;Argue chair physical too people family fill purpose.;2025/01/03;Open;1044;Paul Boyd;Field Support;kathleenwelch@example.net;Field car center few assume production create campaign yard control here see.;2025/01/25
1548;40;2025/01/03;6;Media bag window theory political top food provide.;2025/01/21;Open;250;Victoria Morrison;Field Support;kvalenzuela@example.com;Political region wide life room letter sound threat service wrong while people.;2025/01/30
1731;96;2025/02/21;67;Kitchen maintain determine stock easy.;2025/02/18;Open;676;Amy Watson;Customer Service;richard33@example.com;Money need able health sort point seem campaign foreign series happy involve billion.;2025/02/03
1618;14;2025/01/10;46;Money believe myself our.;2025/01/21;Pending;209;Julie Petty;Field Support;annemullins@example.org;Sea away church general international Congress tough cold either read four.;2025/01/29
1304;78;2025/02/02;55;Rather add tax pull.;2025/02/10;Pending;480;Christina Blake;IT;ugarrett@example.org;See challenge those very condition reason mind reveal open fall field feel seem.;2025/01/15
750;29;2025/02/19;6;Body interest image and laugh information.;2025/01/06;Closed;584;Matthew Powers;Customer Service;hopkinskim@example.net;Say newspaper easy no attack pressure never with note now military well.;2025/01/21
1635;31;2025/01/11;41;Operation concern affect account begin.;2025/01/16;Closed;1752;Joshua Chambers PhD;Customer Service;sanchezkathleen@example.org;Certainly single team believe relate four pattern site movement partner.;2025/01/23
442;33;2025/01/26;66;Represent future history letter one.;2025/01/23;Closed;1713;Stacie Andrade;Field Support;cnelson@example.com;Popular ready watch beautiful key citizen.;2025/02/05
1970;22;2025/02/07;39;Concern sit reach price other argue.;2025/01/21;Closed;1757;Richard Tucker;Customer Service;john75@example.com;Bag line well may process several lot physical wish.;2025/01/09
1100;83;2025/01/20;15;Build figure throughout modern manager data bad.;2025/02/15;Closed;706;Teresa Wiley DDS;IT;mccarthystephanie@example.com;Green city know evening finish mention various throughout arm media.;2025/01/04
1463;25;2025/02/02;61;Prepare next could town.;2025/01/10;Open;1219;Krista Ryan;Customer Service;wrightalexandra@example.org;Center land necessary beyond travel recent history wonder much.;2025/01/22
170;91;2025/01/21;9;Half why program firm.;2025/02/19;Pending;790;Jeffrey Thomas;Customer Service;nataliewalker@example.com;Suddenly field officer standard which military single.;2025/01/09
1352;52;2025/02/02;22;Improve key buy he perform large.;2025/01/29;Closed;1852;Tina Todd MD;Customer Service;kpatterson@example.net;Unit national discuss body garden study life civil during.;2025/01/20
798;72;2025/01/27;17;Include bring value human again.;2025/01/08;Open;195;Courtney Jensen;Customer Service;richard45@example.com;International series doctor wonder without voice than food in amount drop might.;2025/01/15
1659;35;2025/01/06;68;Open church look later national up vote realize.;2025/02/11;Closed;1987;Dr. Brandon Tran;Customer Service;geraldmontes@example.com;Side more level political us father environment approach finally parent ago.;2025/02/03
351;54;2025/02/12;25;Hot admit remain not.;2025/02/02;Closed;1600;Benjamin Young;Field Support;johnstonsteve@example.com;Rate operation star where easy country vote society spend soon international control hair.;2025/01/10
526;50;2025/02/10;54;Record star skill cost still with author understand.;2025/02/08;Open;1618;Antonio Snyder;Field Support;ssmith@example.org;Cultural future until action region nothing word toward great.;2025/01/10
1674;93;2025/01/11;4;Present within son.;2025/01/22;Pending;1726;Earl Johnson;Customer Service;dhurst@example.com;Manager dinner senior from model rest hard read cover lot.;2025/01/10
1778;68;2025/01/18;63;Send much traditional outside sure such experience.;2025/01/28;Open;1179;Victoria Bell;Field Support;anthonywilson@example.net;Coach stop development again poor behind treat capital tend imagine yeah up charge.;2025/01/10
864;39;2025/02/19;66;Whom best type close rule couple.;2025/01/02;Closed;1948;Angelica Knox;IT;jennifer03@example.org;Stock tree government down as similar human world.;2025/01/30
802;3;2025/01/16;21;Along almost entire.;2025/01/30;Closed;1005;Gabriella Oconnell;IT;vsnyder@example.com;These year protect prove machine standard let try point.;2025/02/09
1678;28;2025/01/28;2;Mouth reason agreement what computer.;2025/01/13;Pending;1633;Thomas Ingram;Field Support;danielscarla@example.net;Four meeting court any detail respond support interview culture whose thank.;2025/01/06
945;69;2025/02/11;18;Federal six perform expect nation.;2025/01/19;Closed;1494;Cynthia Evans;IT;tannerhanson@example.net;Exactly church hair above soon forget what side develop natural.;2025/01/25
419;63;2025/01/31;59;Even laugh society deal floor.;2025/01/10;Pending;1869;Laura Burns;Customer Service;ismith@example.com;Politics area stop fear road sell shake language series politics glass minute deal.;2025/01/28
1407;90;2025/02/02;26;Represent bag cold right data.;2025/01/18;Open;124;Sara White;Field Support;andreaclements@example.org;Thousand situation better defense accept agree six five simply me carry bank election.;2025/02/03
223;85;2025/01/10;48;Political thousand remain interesting major second.;2025/02/19;Closed;179;Kevin Figueroa;Customer Service;mccalljon@example.net;Suffer left use them bill firm ahead case seven yourself most.;2025/01/18
942;96;2025/01/16;41;Ok according discussion professor special source.;2025/02/22;Pending;1566;Amy Watson;Customer Service;richard33@example.com;West night common mother decision look never sister.;2025/01/25
1354;60;2025/01/19;23;Decide simply four senior much whom morning.;2025/01/03;Open;625;Scott Salinas;Customer Service;princejessica@example.net;Enjoy reason green stand feel interview also.;2025/01/07
1927;50;2025/01/19;58;Represent year fact sing.;2025/02/19;Open;806;Antonio Snyder;Field Support;ssmith@example.org;Boy agent I several customer believe process.;2025/01/12
894;40;2025/02/01;28;Join including guy stuff.;2025/02/11;Closed;1121;Victoria Morrison;Field Support;kvalenzuela@example.com;Prove result dark war little difficult here agency magazine today position.;2025/02/18
914;7;2025/02/02;14;Necessary wide another like inside civil difference mean.;2025/01/01;Pending;831;Barbara Mcclure;Customer Service;kellymatthew@example.org;There character accept get office since stop system item perform.;2025/01/18
1765;62;2025/01/14;10;Short suffer meeting learn agreement.;2025/01/14;Closed;1742;Catherine Atkins;Customer Service;drakejade@example.net;Current history most personal management site this.;2025/01/16
1165;2;2025/02/02;8;Police generation own resource middle home environmental watch.;2025/01/25;Closed;128;Jeanette Hall;IT;jonathan76@example.org;Teach include exist would soldier remember.;2025/01/21
526;35;2025/02/11;22;Record star skill cost still with author understand.;2025/02/08;Open;1618;Dr. Brandon Tran;Customer Service;geraldmontes@example.com;Cultural future until action region nothing word toward great.;2025/01/10
1282;77;2025/02/04;9;Southern parent who attention.;2025/01/08;Closed;504;Brent Marshall;IT;sadkins@example.com;Fill author kitchen painting subject by right poor will front.;2025/01/30
239;22;2025/02/03;44;Bring once most rock may student.;2025/01/12;Pending;508;Richard Tucker;Customer Service;john75@example.com;Small huge always budget strong bad Republican last.;2025/02/09
789;2;2025/01/12;53;Race although second tend test dinner already.;2025/02/02;Pending;1572;Jeanette Hall;IT;jonathan76@example.org;Score power beyond assume especially open model month very.;2025/01/02
817;67;2025/01/02;45;Accept trade region third along.;2025/02/22;Pending;701;Wanda Shepard;Customer Service;mark27@example.com;Walk economic two fact test green maintain wrong.;2025/01/31
249;12;2025/01/14;28;Probably travel why be care interview work.;2025/01/20;Pending;1292;Robert Bennett Jr.;IT;jrobles@example.net;Parent foreign learn far maintain feeling finish game.;2025/01/02
772;31;2025/02/20;51;Detail themselves market role claim physical.;2025/02/10;Pending;191;Joshua Chambers PhD;Customer Service;sanchezkathleen@example.org;Choice wonder personal cultural early today however across rich yeah opportunity.;2025/01/05
1067;3;2025/01/31;64;Glass inside half evidence reveal tax day.;2025/01/29;Open;631;Gabriella Oconnell;IT;vsnyder@example.com;One want result voice recognize serve better.;2025/01/15
1754;56;2025/01/19;41;Our attention Mr ahead.;2025/02/09;Open;343;Chelsea Norton;Field Support;dawnjones@example.com;This best cut gun available interesting somebody to according middle ok perhaps.;2025/01/08
1207;81;2025/02/16;33;Else physical want listen article table push.;2025/01/07;Open;1292;William Torres;Field Support;tammy54@example.org;Parent foreign learn far maintain feeling finish game.;2025/01/02
1394;58;2025/01/18;36;Sometimes assume prevent.;2025/02/05;Closed;138;Matthew Green;Customer Service;justin87@example.net;Water goal model cause notice job.;2025/01/15
1485;99;2025/02/21;39;Spend defense recognize certain.;2025/02/20;Open;1918;Amanda Johnson;IT;ujohnson@example.net;Yet eight brother organization result protect.;2025/01/26
233;64;2025/02/13;47;Section hour soon movement hand likely entire put.;2025/01/21;Closed;1322;Samantha Mcpherson;Field Support;gperez@example.com;Task once laugh five watch design next indeed notice serve.;2025/01/26
851;50;2025/01/12;12;Language expert hard month meeting.;2025/02/12;Open;1566;Antonio Snyder;Field Support;ssmith@example.org;West night common mother decision look never sister.;2025/01/25
290;83;2025/02/01;70;Position red weight hand Mr once hospital.;2025/02/22;Open;1135;Teresa Wiley DDS;IT;mccarthystephanie@example.com;Approach social choice including low tell.;2025/02/18
644;78;2025/01/01;33;Democrat something the white center federal care.;2025/01/26;Closed;1586;Christina Blake;IT;ugarrett@example.org;Job explain until off learn party tend attack oil.;2025/02/01
1662;35;2025/01/13;70;Likely direction marriage really research forget staff.;2025/01/11;Open;1496;Dr. Brandon Tran;Customer Service;geraldmontes@example.com;School discover I set sound edge college base spend.;2025/02/08
1770;14;2025/02/06;28;Always up store data.;2025/01/14;Open;1061;Julie Petty;Field Support;annemullins@example.org;Memory strong particularly world significant rich.;2025/01/30
1532;87;2025/01/20;32;Keep official name offer.;2025/01/13;Closed;1648;Wanda Rivera;Customer Service;markwilliams@example.com;Receive role yard model produce road base institution never remember.;2025/02/12
681;90;2025/02/11;1;Easy skill future wear population figure appear.;2025/01/16;Closed;1434;Sara White;Field Support;andreaclements@example.org;Ever hundred contain thing skill maybe theory bank.;2025/01/11
1725;51;2025/01/26;63;Project paper sign artist.;2025/01/06;Open;997;Michael Sullivan;IT;cynthiamckee@example.com;Item better age husband staff test choose.;2025/01/23
1230;35;2025/01/29;12;Condition address century discuss green.;2025/01/31;Open;985;Dr. Brandon Tran;Customer Service;geraldmontes@example.com;Ahead back food election exist company its and production way.;2025/01/10
499;74;2025/02/05;70;Piece situation feeling reflect full.;2025/01/24;Open;978;Shannon Moore;Field Support;hoovermichelle@example.com;Include use create career adult bit movie wall news capital PM green.;2025/02/21
